algos,0,1,2,3,4,5,6,7
RF,0.444,0.7175,0.7155,0.805,0.8405,0.8525,0.8735,0.8855
resnet,0.4975,0.484,0.6665,0.8045,0.8715,0.9135,0.941,0.958
simpleCNN,0.545,0.476,0.7025,0.766,0.8095,0.8445,0.881,0.901
2layercnn,0.4995,0.3965,0.5555,0.676,0.724,0.7895,0.849,0.884
5layercnn,0.4995,0.4995,0.7,0.825,0.8535,0.8915,0.9345,0.945
